ID,Name,Name_en,ナンバリング,種族,別名,モンスター格付け,素材削減,咆哮レベル,風圧レベル,耐震,状態異常,補足,レア6部位,弱点部位1,弱点部位2,弱点部位3,弱点属性画像1,弱点属性1,弱点属性画像2,弱点属性2,弱点属性画像3,弱点属性3,弱点属性画像4,弱点属性4,弱点属性画像5,弱点属性5,弱点属性一覧,①攻撃属性画像,①攻撃属性,②攻撃属性画像,②攻撃属性,③攻撃属性画像,③攻撃属性,攻撃属性一覧,アイコン画像,画像,裂傷,漂流石,閃光,未公開,次元変異未登場,次元臨界未登場,登場日,初登場タイトル,クエスト,登場するシーズンs,出現エリア,武器一覧,CreatedAt,UpdatedAt
7vC4kX9p,エスピナス,Espinas,54,飛竜種,棘竜（きょくりゅう）,通常種,,大,なし,,,危険を感じると甲殻と翼膜の一部を赤く染めて凶暴化して暴れ回る,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/08/29/fcc905eddfb.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2071839455&Signature=aWlKbg0MRqrcs%2BpP12PymLaBpXU%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/08/29/c905eddfbee.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2071839467&Signature=nNJPdxnp51iVu%2FAYXQcY5XVb3lg%3D,龍,,,,,,,氷属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/09/05/1a134570892.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2072437076&Signature=nJ%2Bf7sQwT9G5oVbEHRjNs7hsvWg%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/09/05/570892279b3.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2072437087&Signature=vVOVBv0j0JM5%2B7L38f2I0rWOxbU%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/09/05/b32b46db18e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2072437097&Signature=zi5UOlLaHpeFA8xfc8BfYEz57fU%3D,麻痺,火毒麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/11/30/cc5b4d3e659.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2079854606&Signature=Ft9tkK64YqsK9prloOIMNC5MtqI%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/09/18/669afbd80d7.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2073560604&Signature=bpdp9g9QHkDk7PTVsoXzFif7I4w%3D,,赤,,FALSE,FALSE,FALSE,2025/09/18,モンスターハンターフロンティア,"2025/10/06,2025/09/18,2025/09/19,2025/10/27,2025/12/5,2025/12/05,2025/12/29,,",集い築け！空飛ぶ探索拠点！要撃用意！次元臨界の咆哮,森林,"片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/08/29 23:57:51,2025/12/16 17:12:22
D8mS3n2w,アンジャナフ亜種,FulgurAnjanath,53,獣竜種,雷顎竜（ばんがくりゅう）,亜種,,小,小,小,,帯電状態中は「水属性攻撃」が極めて有効。弱点の頭部を破壊すると帯電状態を解除できる。,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/07/28/9d1485d3aa1.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2069063197&Signature=dlHDf6zrzOmuj7iv6oIbwFJDuXY%3D,水,,,,,,,,,水属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/07/28/02abf34acbb.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2069063414&Signature=%2FI4IjzrfblAH7UI7Hc7kDoK%2BZ%2FQ%3D,雷,,,,,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/07/28/71c6a8d0675.jpg?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2069028828&Signature=LgpoGwkme7RkXNR24CirhGahnU8%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/08/19/43fb330942e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2070938522&Signature=%2BSKkEZ1ww5q%2BYBIwleS8Ab7T%2FkI%3D,,黄色,,FALSE,FALSE,FALSE,2025/08/18,モンスターハンター：ワールド,",2025/08/18,2025/09/08,2025/12/1,2025/12/22,",集い築け！空飛ぶ探索拠点！要撃用意！次元臨界の咆哮,"森林,砂漠,沼地,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ガンランス,スラッシュアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/07/28 11:11:15,2025/12/16 17:13:31
gP5vT9rL,ネロミェール,Namielle,52,古龍種,溟龍（めいりゅう）,古龍種,,大,なし,,,全身に水を纏った、雷を操る古龍。独自の発電器官を持っており、放出した水に向けて電撃を放ち、大爆発を巻き起こす。龍属性攻撃は、水纏いに有効。,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/26/383c5567f51.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066258011&Signature=nIMmMOXIMI%2BvAxBQK6JpYCmGwG8%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/26/c5567f5103c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066258019&Signature=A7YW0SQ5UOiBb262LdZxfbDkERk%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/26/5103c64e381.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066258026&Signature=2hrr1edqNDlJExeIiGURlkZOInw%3D,爆破,,,,,火属性毒爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/54424ca2ad9.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066089235&Signature=PoVSJVcEQi9mBtvhms2cLvtQJ%2Fs%3D,水,,,,,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/07/27/8239fed0a1e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2068978792&Signature=iMeGc5GV3S%2BCw7mp21h8xlDrvpE%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/26/4ee46528c03.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066258162&Signature=t1bEiTrt2vgRQdIHTJ2ZsAPqEDQ%3D,,,,FALSE,FALSE,FALSE,2025/07/26,モンスターハンター：ワールド,"2025/07/26,2025/09/08,2025/12/1",,古龍迎撃戦,"片手剣,太刀,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/06/24 10:39:31,2025/12/08 16:35:43
X4yZ1k3m,ドスフロギィ,GreatWroggi,51,鳥竜種,毒狗竜（どくくりゅう）,通常種,素材削減,なし,なし,なし,毒,バックステップした後に吐く毒が強力でガードで防げない,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/486861191b4.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967157&Signature=TYtRD%2F0vGlApYpW%2F%2F9dI1CWMPKU%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/91b41392f08.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967166&Signature=1BCz%2BdMZ2P3afJtPuv36uBHyFFU%3D,麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/1392f081da6.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967176&Signature=xpKOXhXW0wstjiX2K072XmaENGw%3D,睡眠,,,,,氷属性麻痺睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/92f081da6b3.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967187&Signature=nYAOSQNfH5Kp912jW2Q59Jxs3iM%3D,毒,,,,,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/a864e44f85f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066091747&Signature=dy%2BZrHO%2Fo8%2BNL3HsDhvCEg5C6js%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/19/a54f4cc9c39.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2065654097&Signature=hjHIRrXmEalMBkIr8nid8eOeNDc%3D,,青,,FALSE,FALSE,FALSE,2025/06/19,モンスターハンター3（トライ）,",,2025/07/14,2025/07/07,2025/06/19a,2025/09/08,2025/11/03",夕凪乱す赤き残光,"森林,沼地","片手剣,双剣,太刀,ハンマー,弓",2025/06/11 11:00:02,2025/11/07 16:31:20
2hR7tP9j,ビシュテンゴ,Bishaten,50,牙獣種,天狗獣（てんぐじゅう）,通常種,素材削減,小,小,なし,毒、麻痺、閃光,柿に当たると状態異常を引き起こす。尻尾で立って駒のように立ち回る。尻尾立ち状態時、尻尾破壊でダウン。,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/84a754b4035.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967054&Signature=iBLdkYItXsFJJFi2YeuLaTdDlrw%3D,氷,,,,,,,,,氷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/4b4035dd69a.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967070&Signature=0P63CnIRkFz4MyT9lqtxYsbIfkA%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/035dd69a05d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064967080&Signature=Vwe8KI3klPEkYb3GZzBUoTGBMlk%3D,麻痺,,,毒麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/5742a864e44.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066091740&Signature=IJCD%2BM8TaMCH0NezrReVidN0fTw%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/84a94a63814.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066088793&Signature=1cFgHJ6cfX%2Fd23%2FOtkuxzzZPJJA%3D,,黄色,,FALSE,FALSE,FALSE,2025/06/19,モンスターハンターライズ,",,2025/06/19a,2025/08/11,2025/09/08,2025/10/27,2025/12/22",夕凪乱す赤き残光,"森林,沼地","片手剣,ハンマー,スラッシュアックス,ライトボウガン,ヘビィボウガン,弓",2025/06/11 10:58:26,2025/10/28 10:48:00
6vN4mX8s,ブラントドス,Beotodus,49,魚竜種,凍魚竜（とうぎょりゅう）,通常種,素材削減,小,小,なし,,後脚が一番の弱点。頭部、銅、尻尾は、雪に覆われているため、ダメージが通りづらい。,頭,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/d3c864f63c0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064968242&Signature=rytVWN1dOf3Rv7AkWlQVf0lxd%2BE%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/c864f63c0fa.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064968249&Signature=VQvIdqjV3EprPoqqmZ%2BnI2Xq0zc%3D,爆破,,,,,,,火属性爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/cd555627824.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064966387&Signature=aFo2Yd2iFUbI8RlcG36%2BuyPS%2B%2Fc%3D,氷,,,,,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/bfa5742a864.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066091732&Signature=LhjZ3HDSz4kdqGOQVGPlgPZl9OQ%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/00e93e2d728.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066088900&Signature=rt9UspCfIhl9pVQrfnw9x%2FFRQ%2BU%3D,,水色,,FALSE,FALSE,FALSE,2025/06/19,モンスターハンターワールド：アイスボーン,",,2025/09/01,2025/06/19a,2025/07/21,2025/09/08,,2025/10/27",夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,雪原,"双剣,大剣,チャージアックス,操虫棍,ライトボウガン",2025/06/11 10:55:33,2025/10/07 21:43:22
kL9wT2qf,ナルガクルガ,Nargacuga,48,飛竜種,迅竜（じんりゅう）,通常種,,小,なし,なし,裂傷,左右の刃翼を破壊するとダウンする。尻尾薙ぎ払いの棘状鱗は当たると裂傷状態となる。咆哮後、眼光が赤くなるが、睡眠状態で解除できる。,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/08/18/becf07b5d33.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2070838716&Signature=N7cNiUcT9mhxiAeGh7izUfV%2B7m0%3D,雷,,,,,,,,,雷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/0b7b86d0d90.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050065&Signature=dYL1SzXiB76o%2Bd6J0a1Rvu%2BIzY8%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/24/3d285ab4fed.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2066088970&Signature=YdTiaq4Dk1Hkxgy9AnX9Gx2YQps%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/19/9e5264a1133.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2065653937&Signature=XEntSllvTR5Vdh2ibJjOnOHtu6U%3D,裂傷,黒,,FALSE,FALSE,FALSE,2025/06/19,モンスターハンターポータブル2ndG,",2025/08/11,2025/07/07,2025/06/19a,2025/09/08,2025/10/20,",夕凪乱す赤き残光,"森林,沼地","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/05/23 9:49:02,2025/11/07 16:37:57
B7mR3s2y,オオナズチ,Chameleos,47,古龍種,霞龍（かすみりゅう）,古龍種,,なし,大,,,姿が見えない間はロックオン不可。集中攻撃の怯み、角破壊で姿をうまく隠せなくなる。舌を使った攻撃でSPゲージを奪ってくる。,角,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/05/06/0f1b939c90e.image/png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2061890450&Signature=4IUA%2BS0S1zHZ2vM%2BwjevvNUtSPk%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/05/06/7db0f1b939c.image/png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2061890436&Signature=H5EmVF%2FfZD9y9tfB31YcCt1z8T4%3D,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/05/06/d88535a9749.image/png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2061890405&Signature=PbFYw%2BmyexCO1QlpNp4RZ9DlUrI%3D,爆破,,,,,火属性龍属性爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/e2010793d3c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064968208&Signature=aELLw0EVnoEVRT3wfKiOiABXeoI%3D,毒,,,,,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/05/62ec7577ef0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064444373&Signature=3qbrUgKW6YYI1R6vELVQG0%2F5rM4%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/17/d82aee6ebe1.jpg?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2065498823&Signature=AjhRHbcDzv10D%2Fj5Y%2ByQQ9BVQeY%3D,,,,FALSE,FALSE,FALSE,2025/05/24,モンスターハンター2（ドス）,",2025/08/25,2025/06/09,2025/10/20",,古龍迎撃戦,"双剣,大剣,太刀,ハンマー,狩猟笛,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/05/06 20:21:29,2025/12/09 9:29:07
5hP9vT1k,オドガロン亜種,EbonyOdogaron,46,牙竜種,兇爪竜（きょうそうりゅう）,亜種,素材削減,小,なし,なし,裂傷,頭部と前脚を破壊すると弱体化する,前脚,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/12/6e98e0f5a4f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2059793964&Signature=YojAzwjvzNFAOP7oXWYL%2BLYtgN8%3D,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/12/8e0f5a4fd47.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2059793968&Signature=2m3WzkrCTf7XUngi%2FsxpPJ4rdDM%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/12/e0f5a4fd47d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2059793976&Signature=OA8BdgGEuBqj93y1Kj1EZ959jk4%3D,麻痺,,,,,水属性毒麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/12/f5a4fd47d8a.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2059793995&Signature=ytMlmuPiEB5SwNO43Dg9X2bgMJA%3D,龍,,,,,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/16/06f39780ed1.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2060127402&Signature=RobJHDTayrW5YgFyJCHGl9%2BzSyI%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/04/25/c0c018fe101.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2060904598&Signature=Oqxamhyi8KNLnBLNY7E9uqOA18c%3D,,黒,,FALSE,FALSE,FALSE,2025/04/14,モンスターハンターワールド：アイスボーン,",,,,2025/06/09,,2025/07/14,",夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,"森林,砂漠,沼地,雪原","双剣,ランス,チャージアックス,操虫棍,ライトボウガン",2025/04/12 10:10:27,2025/11/07 16:36:52
xZ4kM2rN,アオアシラ,Arzuros,45,牙獣種,青熊獣（せいゆうじゅう）,通常種,素材削減,なし,なし,,,,前脚,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/83ef2cce113.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055204971&Signature=kgHOn3bJG91MGa8%2BOGDz5s90%2BEA%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/3783ef2cce1.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055204967&Signature=VE632l8Be%2FIEc7IShS2hwW0BKM8%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/cce11398a28.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055204976&Signature=bg30J5UthjdNsc1KhfN3FrCvJTg%3D,麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/98a28f5c50d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055204981&Signature=yDHvu7Htwy7fmOGP4GQbzVF8h%2FA%3D,睡眠,,,火属性毒麻痺睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/b86d0d904eb.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050071&Signature=z6Bwo7a%2Brl%2BF9kxFvZpTU1BVuwY%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/06/fd0adae64ab.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056584802&Signature=6dhWzs0lXJ8gaIZ54eu7tiLyc4w%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/06/d0adae64ab0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056584807&Signature=%2FPAXiwkAR%2B3k0xbU3uNMHkEHo%2FQ%3D,,白,,FALSE,FALSE,FALSE,2025/03/06,モンスターハンターポータブル3rd,",,,,2025/07/21,2025/06/09,",春陽薙ぐソードテイル要撃用意！次元臨界の咆哮,"森林,沼地","双剣,太刀,ハンマー,狩猟笛,スラッシュアックス,ヘビィボウガン,弓",2025/02/18 10:54:12,2025/12/11 14:05:42
G8sD3n9w,ディノバルド,Glavenus,44,獣竜種,斬竜（ざんりゅう）,通常種,,大,なし,,,,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/c1feb10ab71.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055203894&Signature=jQ%2BBt%2FHaBPPdQNtBfgO940NriZ4%3D,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/18/feb10ab7121.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055203899&Signature=Lg4arpFoe%2BnkU%2FCLSepRS7Cmox8%3D,龍,,,,,,,水属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/21/a069f2ad48b.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2055458162&Signature=uftDtXhIft4C9ybMg2Cb3GuLQDs%3D,火,,,,,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/06/7ffd0adae64.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056584784&Signature=ZRMlQbwBxH%2BoCjXeAwfFYU8n4ws%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/06/ffd0adae64a.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056584792&Signature=upOTBbTz61dS1Qjj%2F8sC7hC92Sg%3D,,赤,,FALSE,FALSE,FALSE,2025/03/06,モンスターハンタークロス,",,,,,,2025/06/09,2025/08/11,2025/09/14,2025/09/29,2025/11/03,,2026/01/26",春陽薙ぐソードテイル夕凪乱す赤き残光要撃用意！次元臨界の咆哮,"森林,砂漠","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2025/02/18 10:54:08,2025/12/11 19:26:47
jP2vT7rL,チャタカブラ,Chatacabra,43,両生種,纏蛙（まといがえる）,通常種,素材削減,なし,なし,,,,前脚,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/03/c9e3002c1a2.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056372396&Signature=%2BbQ5CkNFt%2FaBhS8wTb0Jig2gGLk%3D,雷,,,,,,,,,雷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/d0d904ebbf8.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050077&Signature=Tr2xbKYGJQ4ixf0EHdvSg4OCGO8%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/03/54644c0e5f1.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056371183&Signature=VhYfTEjBSny05E5vlM1N%2BD0r9B0%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/03/03/516fe9ad9d5.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2056371073&Signature=b7Bo4ehOoY%2BEL4XhYNgSahXDygI%3D,,白,,FALSE,FALSE,FALSE,2025/02/28,モンスターハンターライズ,",,,,2025/07/07,2025/06/09,2025/06/19a",夕凪乱す赤き残光,砂漠,"片手剣,ハンマー,チャージアックス,操虫棍,ヘビィボウガン",2025/02/18 10:54:03,2025/10/17 17:34:38
9vN1kX4m,バゼルギウス,Bazelgeuse,42,飛竜種,爆鱗竜（ばくりんりゅう）,通常種,,大,大,大,,爆鱗は、放たれる度に減っていく。攻撃によっても減らすことが可能で、部位破壊、気絶状態の他、飛行中でのダウンにて頭と尻尾の爆鱗をすべて無くすことができる。\nまた、脚への一定ダメージによるダウンでもすべての爆鱗を無くすことができる。,尻尾,,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/07/b11b0dfc898.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2054265197&Signature=%2FbCK8sN%2FycauswdOnRnwmDqLJEo%3D,雷,,,,,,,,,雷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/07/20154272e43.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2054265117&Signature=HN4jcSCHd%2BqNOiA4V2DgRw1aEgk%3D,火,,,,,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/11/026b6b73351.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2054625481&Signature=scpkAsbhajMLLABXldGXbumWxj8%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/02/11/2c4a13ee158.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2054625544&Signature=Irrf7nLGYWC7%2BagQ6C2bIUOIrh4%3D,,赤,,FALSE,FALSE,FALSE,2025/02/10,モンスターハンター：ワールド,",2025/10/13,,,,2025/08/11,2025/06/30,2025/06/02,2025/09/01,2025/09/14,2026/01/12",春陽薙ぐソードテイル,"森林,砂漠,沼地,雪原","双剣,太刀,狩猟笛,ランス,ガンランス,スラッシュアックス,ライトボウガン",2025/01/25 23:08:10,2025/11/07 16:00:59
